"Name::label","X1 Relative Compactness::number","X2 Surface Area::number","X3 Wall Area::number","X4 Roof Area::number","X5 Overall Height::number","X6 Orientation::number","X7 Glazing Area::number","X8 Glazing Area Distribution::number","y1 Heating Load::number","y2 Cooling Load::number"
"Row  350","0.82","612.5","318.5","147","7","3","0.25","2","25.98","26.96"
"Row  351","0.82","612.5","318.5","147","7","4","0.25","2","25.38","26.72"
"Row  352","0.82","612.5","318.5","147","7","5","0.25","2","24.94","29.88"
"Row  353","0.79","637","343","147","7","2","0.25","2","38.57","43.86"
"Row  354","0.79","637","343","147","7","3","0.25","2","40.19","37.41"
"Row  355","0.79","637","343","147","7","4","0.25","2","39.97","36.77"
"Row  356","0.79","637","343","147","7","5","0.25","2","38.98","45.97"
"Row  357","0.76","661.5","416.5","122.5","7","2","0.25","2","36.95","36.87"
"Row  358","0.76","661.5","416.5","122.5","7","3","0.25","2","36.28","37.35"
"Row  359","0.76","661.5","416.5","122.5","7","4","0.25","2","36.86","37.28"
"Row  360","0.76","661.5","416.5","122.5","7","5","0.25","2","36.45","36.81"
"Row  361","0.74","686","245","220.5","3.5","2","0.25","2","12.35","14.73"
"Row  362","0.74","686","245","220.5","3.5","3","0.25","2","12.45","15.1"
"Row  363","0.74","686","245","220.5","3.5","4","0.25","2","12.16","15.18"
"Row  364","0.74","686","245","220.5","3.5","5","0.25","2","12.3","15.44"
"Row  365","0.71","710.5","269.5","220.5","3.5","2","0.25","2","12.33","14.91"
"Row  366","0.71","710.5","269.5","220.5","3.5","3","0.25","2","12.29","15.4"
"Row  367","0.71","710.5","269.5","220.5","3.5","4","0.25","2","12.2","14.94"
"Row  368","0.71","710.5","269.5","220.5","3.5","5","0.25","2","12.49","15.32"
"Row  369","0.69","735","294","220.5","3.5","2","0.25","2","12.85","15.52"
"Row  370","0.69","735","294","220.5","3.5","3","0.25","2","12.87","15.85"
"Row  371","0.69","735","294","220.5","3.5","4","0.25","2","12.73","15.66"
"Row  372","0.69","735","294","220.5","3.5","5","0.25","2","12.95","15.99"
"Row  373","0.66","759.5","318.5","220.5","3.5","2","0.25","2","13.05","15.89"
"Row  374","0.66","759.5","318.5","220.5","3.5","3","0.25","2","12.93","15.85"
"Row  375","0.66","759.5","318.5","220.5","3.5","4","0.25","2","12.77","16.22"
"Row  376","0.66","759.5","318.5","220.5","3.5","5","0.25","2","13","15.87"
"Row  377","0.64","784","343","220.5","3.5","2","0.25","2","17.14","20.47"
"Row  378","0.64","784","343","220.5","3.5","3","0.25","2","16.84","20.56"
"Row  379","0.64","784","343","220.5","3.5","4","0.25","2","17.02","20.48"
"Row  380","0.64","784","343","220.5","3.5","5","0.25","2","17.11","20.43"
"Row  381","0.62","808.5","367.5","220.5","3.5","2","0.25","2","14.34","15.32"
"Row  382","0.62","808.5","367.5","220.5","3.5","3","0.25","2","14.66","15.64"
"Row  383","0.62","808.5","367.5","220.5","3.5","4","0.25","2","14.6","15.14"
"Row  384","0.62","808.5","367.5","220.5","3.5","5","0.25","2","14.6","15.3"
"Row  385","0.98","514.5","294","110.25","7","2","0.25","3","28.67","29.43"
"Row  386","0.98","514.5","294","110.25","7","3","0.25","3","28.56","29.78"
"Row  387","0.98","514.5","294","110.25","7","4","0.25","3","28.17","30.1"
"Row  388","0.98","514.5","294","110.25","7","5","0.25","3","28.63","30.19"
"Row  389","0.9","563.5","318.5","122.5","7","2","0.25","3","31.63","36.35"
"Row  390","0.9","563.5","318.5","122.5","7","3","0.25","3","32.4","35.1"
"Row  391","0.9","563.5","318.5","122.5","7","4","0.25","3","32.68","32.83"
"Row  392","0.9","563.5","318.5","122.5","7","5","0.25","3","32.29","32.46"
"Row  393","0.86","588","294","147","7","2","0.25","3","28.4","33.52"
"Row  394","0.86","588","294","147","7","3","0.25","3","29.4","32.93"
"Row  395","0.86","588","294","147","7","4","0.25","3","29.43","28.38"
"Row  396","0.86","588","294","147","7","5","0.25","3","29.07","29.82"
"Row  397","0.82","612.5","318.5","147","7","2","0.25","3","24.7","28.77"
"Row  398","0.82","612.5","318.5","147","7","3","0.25","3","25.48","27.76"
"Row  399","0.82","612.5","318.5","147","7","4","0.25","3","25.37","26.95"
"Row  400","0.82","612.5","318.5","147","7","5","0.25","3","25.17","26.41"
"Row  401","0.79","637","343","147","7","2","0.25","3","39.04","45.13"
"Row  402","0.79","637","343","147","7","3","0.25","3","38.35","43.66"
"Row  403","0.79","637","343","147","7","4","0.25","3","39.81","37.76"
"Row  404","0.79","637","343","147","7","5","0.25","3","39.83","36.87"
"Row  405","0.76","661.5","416.5","122.5","7","2","0.25","3","35.99","36.07"
"Row  406","0.76","661.5","416.5","122.5","7","3","0.25","3","36.59","36.44"
"Row  407","0.76","661.5","416.5","122.5","7","4","0.25","3","35.64","37.28"
"Row  408","0.76","661.5","416.5","122.5","7","5","0.25","3","36.52","37.29"
"Row  409","0.74","686","245","220.5","3.5","2","0.25","3","11.8","14.49"
"Row  410","0.74","686","245","220.5","3.5","3","0.25","3","12.03","13.79"
"Row  411","0.74","686","245","220.5","3.5","4","0.25","3","11.98","14.72"
"Row  412","0.74","686","245","220.5","3.5","5","0.25","3","11.69","14.76"
"Row  413","0.71","710.5","269.5","220.5","3.5","2","0.25","3","12.41","14.92"
"Row  414","0.71","710.5","269.5","220.5","3.5","3","0.25","3","12.28","14.74"
"Row  415","0.71","710.5","269.5","220.5","3.5","4","0.25","3","12.1","15.57"
"Row  416","0.71","710.5","269.5","220.5","3.5","5","0.25","3","12.19","14.94"
"Row  417","0.69","735","294","220.5","3.5","2","0.25","3","12.34","14.92"
"Row  418","0.69","735","294","220.5","3.5","3","0.25","3","12.46","14.38"
"Row  419","0.69","735","294","220.5","3.5","4","0.25","3","12.31","15.44"
"Row  420","0.69","735","294","220.5","3.5","5","0.25","3","12.12","15.17"
"Row  421","0.66","759.5","318.5","220.5","3.5","2","0.25","3","12.97","15.53"
"Row  422","0.66","759.5","318.5","220.5","3.5","3","0.25","3","13.01","15.8"
"Row  423","0.66","759.5","318.5","220.5","3.5","4","0.25","3","12.74","16.14"
"Row  424","0.66","759.5","318.5","220.5","3.5","5","0.25","3","12.84","16.26"
"Row  425","0.64","784","343","220.5","3.5","2","0.25","3","16.83","19.87"
"Row  426","0.64","784","343","220.5","3.5","3","0.25","3","16.93","20.03"
"Row  427","0.64","784","343","220.5","3.5","4","0.25","3","16.66","20.46"
"Row  428","0.64","784","343","220.5","3.5","5","0.25","3","16.86","20.28"
"Row  429","0.62","808.5","367.5","220.5","3.5","2","0.25","3","13.91","14.89"
"Row  430","0.62","808.5","367.5","220.5","3.5","3","0.25","3","14.34","14.96"
"Row  431","0.62","808.5","367.5","220.5","3.5","4","0.25","3","13.95","14.89"
"Row  432","0.62","808.5","367.5","220.5","3.5","5","0.25","3","13.99","14.35"
"Row  433","0.98","514.5","294","110.25","7","2","0.25","4","28.7","29.61"
"Row  434","0.98","514.5","294","110.25","7","3","0.25","4","28.55","29.59"
"Row  435","0.98","514.5","294","110.25","7","4","0.25","4","28.15","30.19"
"Row  436","0.98","514.5","294","110.25","7","5","0.25","4","28.62","30.12"
"Row  437","0.9","563.5","318.5","122.5","7","2","0.25","4","32.67","32.12"
"Row  438","0.9","563.5","318.5","122.5","7","3","0.25","4","31.69","37.12"
"Row  439","0.9","563.5","318.5","122.5","7","4","0.25","4","32.07","36.16"
"Row  440","0.9","563.5","318.5","122.5","7","5","0.25","4","33.28","33.16"
"Row  441","0.86","588","294","147","7","2","0.25","4","29.47","29.45"
"Row  442","0.86","588","294","147","7","3","0.25","4","28.42","34.19"
"Row  443","0.86","588","294","147","7","4","0.25","4","29.08","33.93"
"Row  444","0.86","588","294","147","7","5","0.25","4","29.88","28.31"
"Row  445","0.82","612.5","318.5","147","7","2","0.25","4","25.66","26.3"
"Row  446","0.82","612.5","318.5","147","7","3","0.25","4","24.96","29.43"
"Row  447","0.82","612.5","318.5","147","7","4","0.25","4","25.43","28.76"
"Row  448","0.82","612.5","318.5","147","7","5","0.25","4","26","27.34"
"Row  449","0.79","637","343","147","7","2","0.25","4","40","36.26"
"Row  450","0.79","637","343","147","7","3","0.25","4","38.84","45.48"
"Row  451","0.79","637","343","147","7","4","0.25","4","38.33","44.16"
"Row  452","0.79","637","343","147","7","5","0.25","4","40.12","37.26"
"Row  453","0.76","661.5","416.5","122.5","7","2","0.25","4","36.95","37.2"
"Row  454","0.76","661.5","416.5","122.5","7","3","0.25","4","36.45","36.76"
"Row  455","0.76","661.5","416.5","122.5","7","4","0.25","4","36.81","37.05"
"Row  456","0.76","661.5","416.5","122.5","7","5","0.25","4","36.26","37.51"
"Row  457","0.74","686","245","220.5","3.5","2","0.25","4","12.32","14.92"
"Row  458","0.74","686","245","220.5","3.5","3","0.25","4","12.3","15.24"
"Row  459","0.74","686","245","220.5","3.5","4","0.25","4","12.18","15.03"
"Row  460","0.74","686","245","220.5","3.5","5","0.25","4","12.43","15.35"
"Row  461","0.71","710.5","269.5","220.5","3.5","2","0.25","4","12.36","14.67"
"Row  462","0.71","710.5","269.5","220.5","3.5","3","0.25","4","12.49","15.09"
"Row  463","0.71","710.5","269.5","220.5","3.5","4","0.25","4","12.17","15.2"
"Row  464","0.71","710.5","269.5","220.5","3.5","5","0.25","4","12.28","15.64"
"Row  465","0.69","735","294","220.5","3.5","2","0.25","4","12.91","15.37"
"Row  466","0.69","735","294","220.5","3.5","3","0.25","4","12.95","15.73"
"Row  467","0.69","735","294","220.5","3.5","4","0.25","4","12.67","15.83"
"Row  468","0.69","735","294","220.5","3.5","5","0.25","4","12.86","16.13"
"Row  469","0.66","759.5","318.5","220.5","3.5","2","0.25","4","12.95","15.95"
"Row  470","0.66","759.5","318.5","220.5","3.5","3","0.25","4","13","15.59"
"Row  471","0.66","759.5","318.5","220.5","3.5","4","0.25","4","12.86","16.17"
"Row  472","0.66","759.5","318.5","220.5","3.5","5","0.25","4","12.92","16.14"
"Row  473","0.64","784","343","220.5","3.5","2","0.25","4","16.99","19.65"
"Row  474","0.64","784","343","220.5","3.5","3","0.25","4","16.69","19.76"
"Row  475","0.64","784","343","220.5","3.5","4","0.25","4","16.56","20.37"
"Row  476","0.64","784","343","220.5","3.5","5","0.25","4","16.62","19.9"
"Row  477","0.62","808.5","367.5","220.5","3.5","2","0.25","4","14.33","15.41"
"Row  478","0.62","808.5","367.5","220.5","3.5","3","0.25","4","14.61","15.56"
"Row  479","0.62","808.5","367.5","220.5","3.5","4","0.25","4","14.61","15.07"
"Row  480","0.62","808.5","367.5","220.5","3.5","5","0.25","4","14.65","15.38"
"Row  481","0.98","514.5","294","110.25","7","2","0.25","5","28.69","29.53"
"Row  482","0.98","514.5","294","110.25","7","3","0.25","5","28.58","29.77"
"Row  483","0.98","514.5","294","110.25","7","4","0.25","5","28.15","30"
"Row  484","0.98","514.5","294","110.25","7","5","0.25","5","28.61","30.2"
"Row  485","0.9","563.5","318.5","122.5","7","2","0.25","5","33.13","32.25"
"Row  486","0.9","563.5","318.5","122.5","7","3","0.25","5","32.31","32"
"Row  487","0.9","563.5","318.5","122.5","7","4","0.25","5","31.53","37.19"
"Row  488","0.9","563.5","318.5","122.5","7","5","0.25","5","32.46","35.62"
"Row  489","0.86","588","294","147","7","2","0.25","5","29.71","28.02"
"Row  490","0.86","588","294","147","7","3","0.25","5","29.09","29.43"
"Row  491","0.86","588","294","147","7","4","0.25","5","28.31","34.15"
"Row  492","0.86","588","294","147","7","5","0.25","5","29.39","33.47"
"Row  493","0.82","612.5","318.5","147","7","2","0.25","5","25.7","26.53"
"Row  494","0.82","612.5","318.5","147","7","3","0.25","5","25.17","26.08"
"Row  495","0.82","612.5","318.5","147","7","4","0.25","5","24.6","29.31"
"Row  496","0.82","612.5","318.5","147","7","5","0.25","5","25.49","28.14"
"Row  497","0.79","637","343","147","7","2","0.25","5","39.89","37.54"
"Row  498","0.79","637","343","147","7","3","0.25","5","39.83","36.66"
"Row  499","0.79","637","343","147","7","4","0.25","5","39.01","45.28"
"Row  500","0.79","637","343","147","7","5","0.25","5","38.65","43.73"
"Row  501","0.76","661.5","416.5","122.5","7","2","0.25","5","35.69","36.93"
"Row  502","0.76","661.5","416.5","122.5","7","3","0.25","5","36.64","37.01"
"Row  503","0.76","661.5","416.5","122.5","7","4","0.25","5","36.06","35.73"
"Row  504","0.76","661.5","416.5","122.5","7","5","0.25","5","36.7","36.15"
"Row  505","0.74","686","245","220.5","3.5","2","0.25","5","12.12","14.48"
"Row  506","0.74","686","245","220.5","3.5","3","0.25","5","11.67","14.58"
"Row  507","0.74","686","245","220.5","3.5","4","0.25","5","11.64","14.81"
"Row  508","0.74","686","245","220.5","3.5","5","0.25","5","12.02","14.03"
"Row  509","0.71","710.5","269.5","220.5","3.5","2","0.25","5","12.27","15.27"
"Row  510","0.71","710.5","269.5","220.5","3.5","3","0.25","5","12.19","14.71"
"Row  511","0.71","710.5","269.5","220.5","3.5","4","0.25","5","12.25","15.23"
"Row  512","0.71","710.5","269.5","220.5","3.5","5","0.25","5","12.27","14.97"
"Row  513","0.69","735","294","220.5","3.5","2","0.25","5","12.47","15.14"
"Row  514","0.69","735","294","220.5","3.5","3","0.25","5","12.12","14.97"
"Row  515","0.69","735","294","220.5","3.5","4","0.25","5","12.18","15.22"
"Row  516","0.69","735","294","220.5","3.5","5","0.25","5","12.47","14.6"
"Row  517","0.66","759.5","318.5","220.5","3.5","2","0.25","5","12.93","15.83"
"Row  518","0.66","759.5","318.5","220.5","3.5","3","0.25","5","12.82","16.03"
"Row  519","0.66","759.5","318.5","220.5","3.5","4","0.25","5","12.78","15.8"
"Row  520","0.66","759.5","318.5","220.5","3.5","5","0.25","5","13.02","16.06"
"Row  521","0.64","784","343","220.5","3.5","2","0.25","5","16.73","20.13"
"Row  522","0.64","784","343","220.5","3.5","3","0.25","5","16.86","20.01"
"Row  523","0.64","784","343","220.5","3.5","4","0.25","5","16.76","20.19"
"Row  524","0.64","784","343","220.5","3.5","5","0.25","5","16.92","20.29"
"Row  525","0.62","808.5","367.5","220.5","3.5","2","0.25","5","13.68","15.19"
"Row  526","0.62","808.5","367.5","220.5","3.5","3","0.25","5","13.99","14.61"
"Row  527","0.62","808.5","367.5","220.5","3.5","4","0.25","5","14.16","14.61"
"Row  528","0.62","808.5","367.5","220.5","3.5","5","0.25","5","13.86","14.75"
"Row  529","0.98","514.5","294","110.25","7","2","0.4","1","32.26","33.37"
"Row  530","0.98","514.5","294","110.25","7","3","0.4","1","32.26","33.34"
"Row  531","0.98","514.5","294","110.25","7","4","0.4","1","32.49","32.83"
"Row  532","0.98","514.5","294","110.25","7","5","0.4","1","32.53","33.04"
"Row  533","0.9","563.5","318.5","122.5","7","2","0.4","1","36.47","39.28"
"Row  534","0.9","563.5","318.5","122.5","7","3","0.4","1","37.24","36.38"
"Row  535","0.9","563.5","318.5","122.5","7","4","0.4","1","36.66","35.92"
"Row  536","0.9","563.5","318.5","122.5","7","5","0.4","1","35.96","40.99"
"Row  537","0.86","588","294","147","7","2","0.4","1","31.89","35.99"
"Row  538","0.86","588","294","147","7","3","0.4","1","32.39","30.66"
"Row  539","0.86","588","294","147","7","4","0.4","1","32.09","31.7"
"Row  540","0.86","588","294","147","7","5","0.4","1","31.29","36.73"
"Row  541","0.82","612.5","318.5","147","7","2","0.4","1","29.22","31.71"
"Row  542","0.82","612.5","318.5","147","7","3","0.4","1","29.91","29.13"
"Row  543","0.82","612.5","318.5","147","7","4","0.4","1","29.53","28.99"
"Row  544","0.82","612.5","318.5","147","7","5","0.4","1","28.65","33.54"
"Row  545","0.79","637","343","147","7","2","0.4","1","41.4","45.29"
"Row  546","0.79","637","343","147","7","3","0.4","1","42.62","39.07"
"Row  547","0.79","637","343","147","7","4","0.4","1","42.5","38.35"
"Row  548","0.79","637","343","147","7","5","0.4","1","41.67","46.94"
"Row  549","0.76","661.5","416.5","122.5","7","2","0.4","1","40.78","39.55"
"Row  550","0.76","661.5","416.5","122.5","7","3","0.4","1","39.97","40.85"
"Row  551","0.76","661.5","416.5","122.5","7","4","0.4","1","40.71","40.63"
"Row  552","0.76","661.5","416.5","122.5","7","5","0.4","1","40.43","39.48"
"Row  553","0.74","686","245","220.5","3.5","2","0.4","1","14.52","16.94"
"Row  554","0.74","686","245","220.5","3.5","3","0.4","1","14.61","17.25"
"Row  555","0.74","686","245","220.5","3.5","4","0.4","1","14.5","17.03"
"Row  556","0.74","686","245","220.5","3.5","5","0.4","1","14.55","17.25"
"Row  557","0.71","710.5","269.5","220.5","3.5","2","0.4","1","14.51","17.1"
"Row  558","0.71","710.5","269.5","220.5","3.5","3","0.4","1","14.6","17.51"
"Row  559","0.71","710.5","269.5","220.5","3.5","4","0.4","1","14.5","17.12"
"Row  560","0.71","710.5","269.5","220.5","3.5","5","0.4","1","14.58","17.47"
"Row  561","0.69","735","294","220.5","3.5","2","0.4","1","14.51","16.5"
"Row  562","0.69","735","294","220.5","3.5","3","0.4","1","14.7","17"
"Row  563","0.69","735","294","220.5","3.5","4","0.4","1","14.42","16.87"
"Row  564","0.69","735","294","220.5","3.5","5","0.4","1","14.42","17.2"
"Row  565","0.66","759.5","318.5","220.5","3.5","2","0.4","1","15.23","18.14"
"Row  566","0.66","759.5","318.5","220.5","3.5","3","0.4","1","15.23","18.03"
"Row  567","0.66","759.5","318.5","220.5","3.5","4","0.4","1","15.23","18.14"
"Row  568","0.66","759.5","318.5","220.5","3.5","5","0.4","1","15.23","17.95"
"Row  569","0.64","784","343","220.5","3.5","2","0.4","1","19.52","22.72"
"Row  570","0.64","784","343","220.5","3.5","3","0.4","1","19.36","22.73"
"Row  571","0.64","784","343","220.5","3.5","4","0.4","1","19.48","22.72"
"Row  572","0.64","784","343","220.5","3.5","5","0.4","1","19.42","22.53"
"Row  573","0.62","808.5","367.5","220.5","3.5","2","0.4","1","15.09","17.2"
"Row  574","0.62","808.5","367.5","220.5","3.5","3","0.4","1","17.17","17.21"
"Row  575","0.62","808.5","367.5","220.5","3.5","4","0.4","1","17.14","17.15"
"Row  576","0.62","808.5","367.5","220.5","3.5","5","0.4","1","17.14","17.2"
"Row  577","0.98","514.5","294","110.25","7","2","0.4","2","32.82","32.96"
"Row  578","0.98","514.5","294","110.25","7","3","0.4","2","32.71","33.13"
"Row  579","0.98","514.5","294","110.25","7","4","0.4","2","32.24","33.94"
"Row  580","0.98","514.5","294","110.25","7","5","0.4","2","32.72","33.78"
"Row  581","0.9","563.5","318.5","122.5","7","2","0.4","2","35.84","38.35"
"Row  582","0.9","563.5","318.5","122.5","7","3","0.4","2","36.57","35.39"
"Row  583","0.9","563.5","318.5","122.5","7","4","0.4","2","36.06","34.94"
"Row  584","0.9","563.5","318.5","122.5","7","5","0.4","2","35.69","40.66"
"Row  585","0.86","588","294","147","7","2","0.4","2","32.48","35.48"
"Row  586","0.86","588","294","147","7","3","0.4","2","32.74","30.53"
"Row  587","0.86","588","294","147","7","4","0.4","2","32.13","32.28"
"Row  588","0.86","588","294","147","7","5","0.4","2","31.64","36.86"
"Row  589","0.82","612.5","318.5","147","7","2","0.4","2","28.95","30.34"
"Row  590","0.82","612.5","318.5","147","7","3","0.4","2","29.49","27.93"
"Row  591","0.82","612.5","318.5","147","7","4","0.4","2","28.64","28.95"
"Row  592","0.82","612.5","318.5","147","7","5","0.4","2","28.01","32.92"
"Row  593","0.79","637","343","147","7","2","0.4","2","41.64","45.59"
"Row  594","0.79","637","343","147","7","3","0.4","2","43.1","39.41"
"Row  595","0.79","637","343","147","7","4","0.4","2","42.74","38.84"
"Row  596","0.79","637","343","147","7","5","0.4","2","41.92","48.03"
"Row  597","0.76","661.5","416.5","122.5","7","2","0.4","2","40.78","39.48"
"Row  598","0.76","661.5","416.5","122.5","7","3","0.4","2","40.15","40.4"
"Row  599","0.76","661.5","416.5","122.5","7","4","0.4","2","40.57","40.47"
"Row  600","0.76","661.5","416.5","122.5","7","5","0.4","2","40.42","39.7"
"Row  601","0.74","686","245","220.5","3.5","2","0.4","2","14.54","16.43"
"Row  602","0.74","686","245","220.5","3.5","3","0.4","2","14.45","16.93"
"Row  603","0.74","686","245","220.5","3.5","4","0.4","2","14.18","16.99"
"Row  604","0.74","686","245","220.5","3.5","5","0.4","2","14.5","17.03"
"Row  605","0.71","710.5","269.5","220.5","3.5","2","0.4","2","14.7","16.77"
"Row  606","0.71","710.5","269.5","220.5","3.5","3","0.4","2","14.66","17.37"
"Row  607","0.71","710.5","269.5","220.5","3.5","4","0.4","2","14.4","17.27"
"Row  608","0.71","710.5","269.5","220.5","3.5","5","0.4","2","14.71","17.51"
"Row  609","0.69","735","294","220.5","3.5","2","0.4","2","14.75","16.44"
"Row  610","0.69","735","294","220.5","3.5","3","0.4","2","14.71","17.01"
"Row  611","0.69","735","294","220.5","3.5","4","0.4","2","14.33","17.23"
"Row  612","0.69","735","294","220.5","3.5","5","0.4","2","14.62","17.22"
"Row  613","0.66","759.5","318.5","220.5","3.5","2","0.4","2","15.34","17.85"
"Row  614","0.66","759.5","318.5","220.5","3.5","3","0.4","2","15.29","17.89"
"Row  615","0.66","759.5","318.5","220.5","3.5","4","0.4","2","15.09","18.36"
"Row  616","0.66","759.5","318.5","220.5","3.5","5","0.4","2","15.3","18.15"
"Row  617","0.64","784","343","220.5","3.5","2","0.4","2","19.2","21.72"
"Row  618","0.64","784","343","220.5","3.5","3","0.4","2","18.88","22.07"
"Row  619","0.64","784","343","220.5","3.5","4","0.4","2","18.9","22.09"
"Row  620","0.64","784","343","220.5","3.5","5","0.4","2","19.12","21.93"
"Row  621","0.62","808.5","367.5","220.5","3.5","2","0.4","2","16.76","17.36"
"Row  622","0.62","808.5","367.5","220.5","3.5","3","0.4","2","17.23","17.38"
"Row  623","0.62","808.5","367.5","220.5","3.5","4","0.4","2","17.26","16.86"
"Row  624","0.62","808.5","367.5","220.5","3.5","5","0.4","2","17.15","16.99"
"Row  625","0.98","514.5","294","110.25","7","2","0.4","3","32.82","32.78"
"Row  626","0.98","514.5","294","110.25","7","3","0.4","3","32.69","33.24"
"Row  627","0.98","514.5","294","110.25","7","4","0.4","3","32.23","33.86"
"Row  628","0.98","514.5","294","110.25","7","5","0.4","3","32.75","34"
"Row  629","0.9","563.5","318.5","122.5","7","2","0.4","3","34.24","37.26"
"Row  630","0.9","563.5","318.5","122.5","7","3","0.4","3","34.95","35.04"
"Row  631","0.9","563.5","318.5","122.5","7","4","0.4","3","35.05","33.82"
"Row  632","0.9","563.5","318.5","122.5","7","5","0.4","3","34.29","33.31"
"Row  633","0.86","588","294","147","7","2","0.4","3","31.28","35.22"
"Row  634","0.86","588","294","147","7","3","0.4","3","32.12","34.7"
"Row  635","0.86","588","294","147","7","4","0.4","3","32.05","30.11"
"Row  636","0.86","588","294","147","7","5","0.4","3","31.84","31.6"
"Row  637","0.82","612.5","318.5","147","7","2","0.4","3","28.67","32.43"
"Row  638","0.82","612.5","318.5","147","7","3","0.4","3","29.67","30.65"
"Row  639","0.82","612.5","318.5","147","7","4","0.4","3","29.47","29.77"
"Row  640","0.82","612.5","318.5","147","7","5","0.4","3","28.91","29.64"
"Row  641","0.79","637","343","147","7","2","0.4","3","41.26","46.44"
"Row  642","0.79","637","343","147","7","3","0.4","3","41.3","44.18"
"Row  643","0.79","637","343","147","7","4","0.4","3","42.49","38.81"
"Row  644","0.79","637","343","147","7","5","0.4","3","42.08","38.23"
"Row  645","0.76","661.5","416.5","122.5","7","2","0.4","3","39.32","38.17"
"Row  646","0.76","661.5","416.5","122.5","7","3","0.4","3","39.84","38.48"
"Row  647","0.76","661.5","416.5","122.5","7","4","0.4","3","38.89","39.66"
"Row  648","0.76","661.5","416.5","122.5","7","5","0.4","3","39.68","40.1"
"Row  649","0.74","686","245","220.5","3.5","2","0.4","3","13.97","16.08"
"Row  650","0.74","686","245","220.5","3.5","3","0.4","3","14.22","15.39"
"Row  651","0.74","686","245","220.5","3.5","4","0.4","3","14.1","16.57"
"Row  652","0.74","686","245","220.5","3.5","5","0.4","3","13.78","16.6"
"Row  653","0.71","710.5","269.5","220.5","3.5","2","0.4","3","14.07","16.11"
"Row  654","0.71","710.5","269.5","220.5","3.5","3","0.4","3","14.03","15.47"
"Row  655","0.71","710.5","269.5","220.5","3.5","4","0.4","3","13.94","16.7"
"Row  656","0.71","710.5","269.5","220.5","3.5","5","0.4","3","13.86","16.1"
"Row  657","0.69","735","294","220.5","3.5","2","0.4","3","14.32","16.35"
"Row  658","0.69","735","294","220.5","3.5","3","0.4","3","14.56","15.84"
"Row  659","0.69","735","294","220.5","3.5","4","0.4","3","14.33","16.99"
"Row  660","0.69","735","294","220.5","3.5","5","0.4","3","14.08","17.02"
"Row  661","0.66","759.5","318.5","220.5","3.5","2","0.4","3","15.16","17.04"
"Row  662","0.66","759.5","318.5","220.5","3.5","3","0.4","3","15.18","17.63"
"Row  663","0.66","759.5","318.5","220.5","3.5","4","0.4","3","14.72","18.1"
"Row  664","0.66","759.5","318.5","220.5","3.5","5","0.4","3","14.9","18.22"
"Row  665","0.64","784","343","220.5","3.5","2","0.4","3","18.48","20.78"
"Row  666","0.64","784","343","220.5","3.5","3","0.4","3","18.71","20.72"
"Row  667","0.64","784","343","220.5","3.5","4","0.4","3","18.48","21.54"
"Row  668","0.64","784","343","220.5","3.5","5","0.4","3","18.46","21.53"
"Row  669","0.62","808.5","367.5","220.5","3.5","2","0.4","3","16.47","16.9"
"Row  670","0.62","808.5","367.5","220.5","3.5","3","0.4","3","16.35","17.14"
"Row  671","0.62","808.5","367.5","220.5","3.5","4","0.4","3","16.55","16.56"
"Row  672","0.62","808.5","367.5","220.5","3.5","5","0.4","3","16.74","16"
"Row  673","0.98","514.5","294","110.25","7","2","0.4","4","32.85","32.95"
"Row  674","0.98","514.5","294","110.25","7","3","0.4","4","32.67","33.06"
"Row  675","0.98","514.5","294","110.25","7","4","0.4","4","32.21","33.95"
"Row  676","0.98","514.5","294","110.25","7","5","0.4","4","32.74","33.88"
"Row  677","0.9","563.5","318.5","122.5","7","2","0.4","4","36.45","33.98"
"Row  678","0.9","563.5","318.5","122.5","7","3","0.4","4","35.73","39.92"
"Row  679","0.9","563.5","318.5","122.5","7","4","0.4","4","35.4","39.22"
"Row  680","0.9","563.5","318.5","122.5","7","5","0.4","4","36.57","36.1"
"Row  681","0.86","588","294","147","7","2","0.4","4","32.38","31.53"
"Row  682","0.86","588","294","147","7","3","0.4","4","31.66","36.2"
"Row  683","0.86","588","294","147","7","4","0.4","4","32.15","36.21"
"Row  684","0.86","588","294","147","7","5","0.4","4","32.75","31"
"Row  685","0.82","612.5","318.5","147","7","2","0.4","4","28.93","28.2"
"Row  686","0.82","612.5","318.5","147","7","3","0.4","4","28.05","32.35"
"Row  687","0.82","612.5","318.5","147","7","4","0.4","4","28.64","31.14"
"Row  688","0.82","612.5","318.5","147","7","5","0.4","4","29.52","28.43"
"Row  689","0.79","637","343","147","7","2","0.4","4","42.77","38.33"
"Row  690","0.79","637","343","147","7","3","0.4","4","41.73","47.59"
"Row  691","0.79","637","343","147","7","4","0.4","4","41.32","46.23"
"Row  692","0.79","637","343","147","7","5","0.4","4","42.96","39.56"
"Row  693","0.76","661.5","416.5","122.5","7","2","0.4","4","40.68","40.36"
"Row  694","0.76","661.5","416.5","122.5","7","3","0.4","4","40.4","39.67"
"Row  695","0.76","661.5","416.5","122.5","7","4","0.4","4","40.6","39.85"
"Row  696","0.76","661.5","416.5","122.5","7","5","0.4","4","40.11","40.77"
"Row  697","0.74","686","245","220.5","3.5","2","0.4","4","14.37","16.61"
"Row  698","0.74","686","245","220.5","3.5","3","0.4","4","14.48","16.74"
"Row  699","0.74","686","245","220.5","3.5","4","0.4","4","14.32","16.9"
